Type,peak_to_peak_amplitude,mean_amplitude_peaks,mean_amplitude_valleys,std_deviation_peak_amplitudes,std_deviation_valley_amplitudes,signal_energy,signal_power,zero_crossing_rate
UA_DA,10.24571485,0.191952054,0.241112441,1.356639132,1.443310347,699.3461743,3.842561397,0.576923077
UA_DA,9.947675999,0.170323436,0.280117978,1.365322011,1.469783962,699.2139668,3.841834982,0.576923077
UA_DA,10.01854691,0.192856561,0.244133193,1.355080745,1.427582153,677.4745386,3.722387575,0.576923077
UA_DA,10.11605003,0.169667873,0.351501867,1.383883783,1.519546221,754.0917941,4.143361506,0.576923077
UA_DA,9.956453492,0.291750296,0.147160734,1.39867999,1.559179172,739.093774,4.060954802,0.587912088
UA_DA,9.963034075,0.105849489,0.361705422,1.414283648,1.395352273,714.2783617,3.924606383,0.576923077
UA_DA,9.893847216,0.169603169,0.354651339,1.36373688,1.437032325,697.9946935,3.835135678,0.576923077
UA_DA,9.053290141,0.295041047,0.076239283,1.576216432,1.318003702,786.2547233,4.320080897,0.60989011
UA_DA,8.880258006,0.167052369,0.074328541,1.569793585,1.317769182,773.9479666,4.252461355,0.60989011
UA_DA,8.746995172,0.263999848,0.122039699,1.567280805,1.292998375,762.6961639,4.190638263,0.60989011
UA_DA,8.932339945,0.157591311,0.101704999,1.518360505,1.319805229,752.6520797,4.135450988,0.60989011
UA_DA,8.885831045,0.14634712,0.14879591,1.589139598,1.311966613,792.4772212,4.354270446,0.620879121
UA_DA,8.85222428,0.37481853,0.114240204,1.606619905,1.278681416,776.0194579,4.263843175,0.615384615
UA_DA,9.186653379,0.449825241,0.228845633,1.548305925,1.473975046,872.356743,4.793168917,0.620879121
UA_DA,9.048457715,0.252186454,0.078243274,1.631880788,1.325179631,816.3755244,4.485579804,0.620879121
UA_DA,8.715358593,0.127655978,0.100251497,1.565379711,1.317482888,771.6196885,4.239668618,0.60989011
UA_DA,9.945226662,-0.21540747,-0.37020742,1.417306966,1.445952537,768.2436513,4.221118963,0.615384615
UA_DA,9.876152818,-0.180421094,-0.342863839,1.428198847,1.453989554,770.6855237,4.234535844,0.604395604
UA_DA,9.535077112,-0.221700931,-0.357086867,1.398074896,1.437418152,758.1000316,4.165384789,0.615384615
UA_DA,9.616487975,-0.212632934,-0.312470443,1.446606897,1.428587156,757.9944143,4.164804474,0.604395604
UA_DA,9.643317015,-0.211252791,-0.308259279,1.433837586,1.450010664,754.6657074,4.146514876,0.598901099
UA_DA,9.805074992,-0.193935211,-0.309270217,1.454240377,1.52468343,809.4582557,4.447572833,0.604395604
UA_DA,8.837408275,-0.208148843,-0.408417992,1.356123647,1.368566527,685.1231288,3.764412795,0.593406593
UA_DA,9.685012631,-0.19285147,-0.367838771,1.447035747,1.456887951,772.9638343,4.247054034,0.604395604
UA_DA,9.743145759,-0.198235331,-0.290845655,1.421431095,1.467754745,772.9438648,4.246944312,0.604395604
UA_DA,6.88142813,0.011061632,-0.089908765,1.345352157,1.332622341,657.4204328,3.61220018,0.620879121
UA_DA,7.074206718,-0.066199844,-0.019703017,1.352214509,1.352887439,666.673019,3.663038566,0.620879121
UA_DA,7.021039367,-0.023825471,-0.101154042,1.343138351,1.343013613,660.6044861,3.629694978,0.620879121
UA_DA,7.071154635,-0.127477015,-0.096704893,1.386746412,1.359592593,688.3207132,3.781981941,0.620879121
UA_DA,7.700480577,0.158345306,-0.124948978,1.404370923,1.379254798,696.1600552,3.825055249,0.620879121
UA_DA,6.339970825,0.050493397,0.071975223,1.362255482,1.335378444,661.705911,3.635746764,0.620879121
UA_DA,6.76417825,-0.143519445,-0.061417015,1.388859633,1.317814053,666.3309215,3.66115891,0.620879121
UA_DA,7.27432773,-0.104732914,-0.086387081,1.350951913,1.360668356,680.6092625,3.739611332,0.620879121
UA_DA,7.129630834,-0.071785635,0.046239315,1.37169172,1.36736174,679.0752082,3.731182462,0.60989011
UA_DA,9.105602217,0.130414172,0.145003968,1.270610022,1.389763571,673.7003146,3.70165008,0.576923077
UA_DA,8.984875971,0.187106958,0.191297474,1.275160633,1.39998946,682.8321975,3.751825261,0.576923077
UA_DA,9.390092218,0.096316121,0.148667579,1.306246953,1.429526548,696.3582587,3.826144278,0.576923077
UA_DA,8.389168337,0.232349413,0.32605129,1.226392063,1.31593496,674.0248416,3.703433196,0.576923077
UA_DA,9.454383613,0.255505315,0.105942146,1.31763684,1.429461405,723.2336489,3.973811258,0.587912088
UA_DA,7.942040877,0.271638948,0.43160556,1.2373107,1.227081086,640.7077557,3.520372284,0.587912088
UA_DA,8.707989335,0.144248896,0.427900772,1.317599509,1.374767355,726.4445932,3.991453809,0.576923077
UA_DA,9.067618862,0.209881354,0.22144612,1.250442297,1.379994473,671.7152472,3.690743116,0.576923077
UA_DA,8.98703904,0.132233253,0.182109278,1.276182578,1.361953217,666.6071874,3.662676854,0.587912088
UA_DA,7.736609053,-0.053186211,-0.198401713,1.362513682,1.302950182,614.0095714,3.373678964,0.576923077
UA_DA,7.718551397,-0.153105716,-0.183659618,1.344457029,1.307012013,615.0057138,3.379152274,0.576923077
UA_DA,7.879673689,-0.034687168,-0.237836215,1.368870849,1.334381727,641.2211711,3.523193248,0.576923077
UA_DA,7.679307324,-0.131663714,-0.174095762,1.383665614,1.269655032,619.4456868,3.40354773,0.587912088
UA_DA,7.619105297,-0.119060525,-0.164126413,1.367029723,1.298296635,606.1915277,3.33072268,0.565934066
UA_DA,7.909348153,-0.053684337,-0.228427374,1.345890291,1.317220079,607.490453,3.337859632,0.576923077
UA_DA,6.846000929,-0.019173463,-0.124906209,1.321633475,1.292522202,589.4953062,3.238985199,0.565934066
AA_UA_DA,7.274987442,-0.065548071,-0.073461408,1.439652525,1.499401324,857.09033,4.709287528,0.598901099
AA_UA_DA,7.017981044,-0.104864795,-0.087570284,1.427811651,1.502597993,844.0264085,4.637507739,0.587912088
AA_UA_DA,7.183422458,-0.095982673,-0.083990039,1.374737521,1.520525655,854.0275183,4.692458892,0.598901099
AA_UA_DA,7.616518788,-0.095863863,-0.143134667,1.468399688,1.512422729,862.8928204,4.741169343,0.60989011
AA_UA_DA,6.531209605,-0.13041225,-0.072736029,1.412581668,1.496269894,833.3663942,4.578936232,0.604395604
AA_UA_DA,6.531209605,-0.13041225,-0.072736029,1.412581668,1.496269894,833.3663942,4.578936232,0.604395604
AA_UA_DA,6.207501645,-0.15706155,-0.076674574,1.418505176,1.52274756,842.6745941,4.630080187,0.60989011
AA_UA_DA,7.577040947,-0.182344682,-0.069296854,1.49474547,1.527334264,893.8317245,4.911163321,0.615384615
AA_UA_DA,6.907642988,-0.006200101,-0.043877727,1.437288751,1.496068204,831.0788835,4.566367492,0.60989011
AA_UA_DA,5.280749994,0.039674566,0.025507716,1.201262984,1.346114044,550.21181,3.023141813,0.598901099
AA_UA_DA,5.483466501,0.059214031,0.009464133,1.195426837,1.354250447,551.3447605,3.029366816,0.598901099
AA_UA_DA,5.249086625,0.07490012,-0.004378885,1.202115622,1.345759849,552.028778,3.033125154,0.598901099
AA_UA_DA,5.253243656,-0.109823976,-0.038627807,1.147344889,1.34663031,542.3790005,2.980104399,0.598901099
AA_UA_DA,5.52716779,0.019745071,0.135895742,1.214565026,1.324096298,547.3908455,3.007642008,0.598901099
AA_UA_DA,5.80004501,0.105613088,0.15598612,1.223311964,1.380300114,566.6090953,3.113236788,0.60989011
AA_UA_DA,6.611820198,0.013835938,0.187365627,1.262449365,1.351861725,594.4128247,3.266004531,0.598901099
AA_UA_DA,6.128891802,0.052092489,0.093167101,1.219203101,1.42976457,591.6451129,3.250797323,0.598901099
AA_UA_DA,5.444175294,0.040569088,-0.004231833,1.189511378,1.361908618,554.3696696,3.045987195,0.598901099
AA_UA_DA,9.568817374,0.095704791,0.108265348,1.715321076,1.739537637,981.9909578,5.395554713,0.604395604
AA_UA_DA,9.603980644,0.0755969,0.112260636,1.714820728,1.768248313,1009.949518,5.549173178,0.604395604
AA_UA_DA,9.887798055,0.176068655,0.053871393,1.693939133,1.784109876,1015.718807,5.580872568,0.604395604
AA_UA_DA,9.474129788,0.137365029,0.009329846,1.691156739,1.698416034,971.3005171,5.336816028,0.615384615
AA_UA_DA,8.995248352,0.156477854,0.204201808,1.62284793,1.676148025,975.3650086,5.359148399,0.615384615
AA_UA_DA,9.712392251,0.252564616,0.157857354,1.694118065,1.762863977,1008.450825,5.5409386,0.593406593
AA_UA_DA,9.929119287,0.15831319,-0.080459627,1.706419597,1.632859647,992.1349017,5.451290669,0.593406593
AA_UA_DA,9.854656233,0.050577441,-0.130423906,1.701854923,1.673758595,997.5778711,5.481197094,0.604395604
AA_UA_DA,9.406733873,0.336799161,0.208056613,1.610434373,1.750609396,983.0847122,5.401564353,0.593406593
AA_UA_DA,7.443238186,0.171799636,0.069701691,1.476325615,1.413767373,726.3538398,3.990955164,0.593406593
AA_UA_DA,7.194453621,0.021162754,0.182145982,1.461028776,1.396582941,717.493083,3.942269687,0.593406593
AA_UA_DA,7.368728261,0.380137133,0.266778304,1.415374392,1.356404089,699.9521423,3.845890892,0.593406593
AA_UA_DA,7.430755402,0.104493096,0.202309514,1.491142898,1.454431415,741.7003238,4.075276504,0.593406593
AA_UA_DA,7.460014565,-0.227501452,0.085932148,1.498956999,1.467878243,767.8489656,4.21895036,0.582417582
AA_UA_DA,7.665930986,0.095003472,0.2522781,1.464043271,1.409320028,728.1604898,4.000881812,0.593406593
AA_UA_DA,7.855684619,-0.043677613,0.185738401,1.448687677,1.418782298,718.8638301,3.949801264,0.604395604
AA_UA_DA,7.479819308,0.083924144,0.271272556,1.38258041,1.368399367,702.5035415,3.859909568,0.593406593
AA_UA_DA,7.371601709,0.313686225,0.220875751,1.426550635,1.39299197,718.3773618,3.947128361,0.593406593
AA_UA_DA,13.98649573,-0.118883124,0.093970239,2.750047743,2.00252066,2206.860296,12.12560602,0.554945055
AA_UA_DA,23.69029451,0.812115984,0.730726004,3.976026083,3.859459354,6540.081512,35.9345138,0.565934066
AA_UA_DA,58.53889694,-0.386785769,0.181146915,10.88118441,10.8153165,43588.77371,239.4987566,0.598901099
AA_UA_DA,67.25104383,0.865302693,0.551253519,11.92354211,11.78584854,49698.53994,273.0689008,0.60989011
AA_UA_DA,90.64555299,-0.77754689,0.640789917,14.54927554,14.2226209,73688.69023,404.8829133,0.56043956
AA_UA_DA,95.56133491,-2.076503121,-0.758493968,18.05794342,17.78637667,117278.7442,644.3887046,0.587912088
AA_UA_DA,139.0082766,-1.269922321,-2.980822752,19.77445184,21.88404893,139246.3228,765.0896856,0.615384615
AA_UA_DA,103.849632,-0.261624599,0.391821796,19.93103601,18.94524029,126382.8619,694.4113289,0.598901099
AA_UA_DA,65.95187561,0.627005981,0.682368358,6.877415096,9.335266629,24670.51119,135.5522593,0.593406593
AA_UA_DA,10.48883328,0.424368525,-0.11626356,1.767908919,1.789102066,1325.547207,7.283226413,0.587912088
AA_UA_DA,12.07909686,-0.622067816,-0.553329392,3.325506299,2.985212301,3577.132269,19.65457291,0.626373626
AA_UA_DA,44.52579716,0.337396752,-1.539838145,8.182067658,6.914448439,19721.74816,108.3612536,0.60989011
AA_UA_DA,31.42668698,1.532367843,1.250865052,6.418191699,5.437811652,14499.23138,79.66610649,0.620879121
AA_UA_DA,55.99557047,0.501173892,-0.069519659,11.83669644,9.323432878,36961.64305,203.0859509,0.598901099
AA_UA_DA,40.79182673,0.885962339,1.401031307,7.85970398,7.516717252,24860.70246,136.5972663,0.593406593
AA_UA_DA,74.70991399,3.214258364,2.312638886,12.69520861,13.45800202,63317.07883,347.8960375,0.60989011
AA_UA_DA,47.903778,-0.369505753,-0.080701676,7.344322654,7.934381174,21185.67117,116.4047867,0.615384615
AA_UA_DA,30.27858558,-0.373539722,-0.05764933,5.391585433,5.04381198,11533.74006,63.37219815,0.604395604
AA_UA_DA,7.876967195,-0.42657326,-0.035350213,1.614866464,1.676403305,1163.768609,6.394333014,0.582417582
AA_UA_DA,15.74718902,0.514812453,0.363384424,2.76072883,3.420410533,3719.282723,20.43561936,0.587912088
AA_UA_DA,45.95819018,0.162431809,0.468249566,7.132308792,6.399120584,18277.58905,100.4263135,0.576923077
AA_UA_DA,32.19067994,1.973018553,2.549218159,6.242403454,6.430981964,16057.00018,88.22527574,0.604395604
AA_UA_DA,49.16850245,1.108282953,1.520330458,11.6216509,8.195494442,36779.10913,202.0830172,0.576923077
AA_UA_DA,60.15657764,3.236149771,1.964598598,11.8679484,10.90383647,45765.87903,251.4608738,0.620879121
AA_UA_DA,75.77191737,-1.289255671,-0.906041255,13.59123811,11.44764745,57071.86758,313.58169,0.598901099
AA_UA_DA,67.9917836,-2.061689354,1.066431632,13.5373219,13.35456929,69516.19693,381.957126,0.593406593
AA_UA_DA,24.43198683,0.058445527,0.265633418,5.420813891,4.700865918,9572.897723,52.59833914,0.598901099
AA_UA_DA,12.15480208,-0.066668698,0.003090238,1.658816776,1.747051103,1004.830943,5.521049138,0.598901099
AA_UA_DA,17.59191697,1.045342297,0.978603526,3.574710153,2.837937308,3787.271976,20.80918668,0.587912088
AA_UA_DA,39.24101042,-0.319665156,-0.46676224,7.970200395,6.307044816,18968.72211,104.2237479,0.587912088
AA_UA_DA,54.69645514,2.401019196,2.00733308,8.945619949,11.6601441,39970.46318,219.6179295,0.604395604
AA_UA_DA,50.4196767,-0.418556758,-1.592175728,6.664582652,9.670775554,24230.9984,133.1373538,0.593406593
AA_UA_DA,93.36701979,0.108912652,-0.876964471,12.65756893,14.25893915,64425.34396,353.9854063,0.598901099
AA_UA_DA,73.55188252,1.695107149,1.625678271,12.78554161,11.98322605,58738.71372,322.7401853,0.582417582
AA_UA_DA,63.09785926,-0.166883501,0.053049421,12.66671562,11.50819878,53763.71143,295.4050079,0.615384615
AA_UA_DA,28.22551508,1.186589443,1.292672594,4.515903136,4.881082561,7867.022545,43.2253986,0.615384615
AA_UA_DA,10.86449666,-0.599798287,-0.66367915,1.816873184,1.87545982,1353.362592,7.436058197,0.571428571
AA_UA_DA,22.45424025,-0.196470122,-0.070891569,3.536020712,4.197669011,5370.977803,29.51086705,0.576923077
AA_UA_DA,40.41178442,1.331382579,0.643496097,6.229755641,6.412463517,16288.75862,89.49867376,0.587912088
AA_UA_DA,91.90925076,-0.826195016,-1.91149035,14.0632222,12.94980537,61831.4305,339.7331346,0.604395604
AA_UA_DA,53.27430256,-2.114897504,-1.300465492,11.9918755,8.742909385,38694.94425,212.6095838,0.582417582
AA_UA_DA,59.73090338,-0.154497464,3.187408726,8.57680325,14.65846358,50566.75336,277.8393042,0.626373626
AA_UA_DA,106.8351354,3.152451065,2.458467798,17.98135685,17.37249557,113071.4394,621.2716453,0.593406593
AA_UA_DA,57.98692386,0.917356031,1.581012615,10.73704425,10.62261212,41104.96691,225.8514665,0.554945055
AA_UA_DA,26.40637265,-0.2508054,-0.288002444,4.309206892,4.344416669,6833.663802,37.54760331,0.56043956
AA_UA_DA,6.767115339,-0.138910338,0.039909527,1.960373392,1.454007041,996.6248182,5.47596054,0.626373626
AA_UA_DA,24.50147383,0.131080501,0.22964863,3.953934618,3.864110759,5551.322531,30.50177215,0.604395604
AA_UA_DA,29.62134484,0.894332437,0.7187387,4.945555368,5.948818772,10621.84595,58.36179095,0.631868132
AA_UA_DA,57.53230796,-0.719304113,-0.05269509,7.066505575,12.74365923,35591.02396,195.5550767,0.615384615
AA_UA_DA,100.2059555,3.178169724,3.639350515,15.26170176,14.92417754,76072.96732,417.9833369,0.615384615
AA_UA_DA,96.26869921,0.263712111,-3.405569681,15.75607273,19.39707953,123964.2539,681.1222739,0.587912088
AA_UA_DA,100.7704277,-1.651937479,-2.464739775,17.91526772,15.86823268,98176.18056,539.4295635,0.604395604
AA_UA_DA,48.74083457,1.293422599,0.236470593,8.526040688,8.580926857,28554.86238,156.8948482,0.620879121
AA_UA_DA,27.33161053,-0.498462727,0.111099713,4.490029429,4.233676037,7472.673328,41.05864466,0.620879121
AA_UA_DA,14.04907955,0.329691243,-0.299715879,2.351249524,1.751223329,1482.736137,8.146901849,0.604395604
AA_UA_DA,22.56277012,0.598057539,-0.059706495,4.173504483,3.492673671,5420.553529,29.78326115,0.598901099
AA_UA_DA,25.34461403,1.23684869,1.573897621,5.888878153,4.803391501,10261.858,56.38383514,0.60989011
AA_UA_DA,45.91096621,-0.64810407,-0.148598133,8.294537864,7.402425557,22179.29655,121.8642667,0.604395604
AA_UA_DA,69.18986897,0.989332475,-1.251209808,10.68356556,10.73735613,48659.0862,267.3576165,0.598901099
AA_UA_DA,82.26634575,2.402788424,5.127467018,14.98477969,19.2803258,119380.5255,655.9369533,0.598901099
AA_UA_DA,117.8889252,3.664996132,2.561854606,20.34762084,18.92030203,133892.0652,735.6706882,0.571428571
AA_UA_DA,60.97910293,-0.86658899,-3.304310961,8.408552736,12.83182104,45788.48546,251.5850849,0.626373626
AA_UA_DA,40.53323867,1.718477991,0.779369062,5.968035422,5.575500998,12634.76196,69.42176902,0.593406593
AA_UA_DA,13.74169373,0.251579564,-0.031433142,2.52793788,2.15877966,1884.377474,10.35372238,0.598901099
AA_UA_DA,18.41185556,-0.331769519,-0.44716193,3.34687117,4.104389634,4981.749758,27.37225142,0.598901099
UA_DA,8.303546935,0.118450488,-0.230191979,1.37733611,1.345721225,662.178136,3.638341406,0.576923077
UA_DA,7.534495367,-0.077374944,-0.178262434,1.313282366,1.288790551,598.1046717,3.286289405,0.587912088
UA_DA,8.652987078,0.068091571,-0.080382072,1.253104946,1.266118705,601.4802245,3.304836398,0.60989011
UA_DA,8.50504254,0.105695905,-0.069203879,1.269713967,1.267289873,610.9522873,3.3568807,0.60989011
UA_DA,8.63684266,0.105534419,-0.072030302,1.261977915,1.270145125,619.1606105,3.401981376,0.60989011
UA_DA,8.372507356,0.147325174,-0.112304698,1.256217483,1.237802574,588.3034478,3.232436526,0.60989011
UA_DA,8.760805941,0.044724885,-0.154809396,1.301359443,1.22582323,590.887679,3.246635599,0.60989011
UA_DA,8.721716831,0.040461679,0.016132402,1.283409565,1.314836371,622.8570573,3.422291524,0.598901099
UA_DA,7.461282985,0.045491191,0.08777905,1.293380758,1.263544994,637.8524144,3.504683595,0.60989011
UA_DA,8.640403447,0.114407302,-0.103192127,1.322133882,1.267224044,636.6053032,3.497831336,0.60989011
UA_DA,8.526624649,0.106681077,-0.080844531,1.261017021,1.256311681,600.1633856,3.29760102,0.60989011
UA_DA,9.243747319,-0.152440306,0.1077886,1.488491652,1.532794887,801.4965886,4.40382741,0.565934066
UA_DA,9.300583518,0.024704559,-0.015619197,1.481201414,1.549314833,808.2267863,4.440806518,0.576923077
UA_DA,9.400202733,-0.10938522,0.081525291,1.487989012,1.556275282,808.2436105,4.440898959,0.587912088
UA_DA,8.903358472,-0.17199428,0.053414182,1.479217348,1.526438448,785.5783321,4.316364462,0.554945055
UA_DA,9.069949203,-0.019520957,-0.004019119,1.499496974,1.574907434,830.1231198,4.561116043,0.587912088
UA_DA,9.834791444,-0.134032473,-0.068356278,1.503578123,1.58873833,846.5053885,4.651128508,0.587912088
UA_DA,9.907448077,-0.160164287,0.048573972,1.572880017,1.521307181,835.0411556,4.588138218,0.576923077
UA_DA,9.670844546,-0.154856997,0.100242357,1.567816313,1.592700191,885.6938152,4.866449534,0.565934066
UA_DA,9.252782549,-0.0969657,0.21174011,1.484336159,1.480627957,784.9746512,4.313047534,0.576923077
UA_DA,12.45282711,-0.179898337,-0.14148896,1.658669615,1.669552658,1033.837843,5.680427707,0.576923077
UA_DA,12.48782307,-0.176319231,-0.117493743,1.667446763,1.663654651,1041.484536,5.722442507,0.576923077
UA_DA,12.32635297,-0.212239273,-0.084967394,1.647756777,1.664590886,1040.517975,5.717131731,0.587912088
UA_DA,12.24458418,-0.130385579,-0.150347946,1.642073369,1.66696087,1024.926046,5.631461789,0.576923077
UA_DA,11.98227997,-0.272274995,-0.19321378,1.650829336,1.669357291,1023.870554,5.625662382,0.587912088
UA_DA,12.40524385,-0.208713583,-0.299115776,1.71863398,1.677466431,1082.593358,5.948315153,0.587912088
UA_DA,12.30400164,-0.186042429,-0.401206735,1.674667611,1.641191128,1042.647523,5.728832543,0.598901099
UA_DA,12.80353645,-0.158381766,-0.12594788,1.640641042,1.676251611,1043.534549,5.733706315,0.576923077
UA_DA,12.36962335,-0.196538512,-0.183541594,1.653436414,1.664726565,1035.255789,5.688218619,0.576923077
UA_DA,12.57594631,0.119861708,0.107686033,1.749958431,1.658547455,1002.494427,5.508211136,0.576923077
UA_DA,12.46739278,0.134490804,0.008966883,1.745024889,1.65404519,990.6078519,5.442900285,0.587912088
UA_DA,12.82481143,0.182253152,0.02676224,1.771637703,1.659226276,1010.62662,5.552893514,0.576923077
UA_DA,13.08679413,0.113841611,0.139101554,1.833434674,1.678643055,1054.269358,5.792688778,0.565934066
UA_DA,12.57610681,0.200870229,0.136365579,1.749772649,1.621081902,994.1284461,5.46224421,0.587912088
UA_DA,12.41467792,-0.004402688,-0.003172097,1.769953012,1.598763709,984.5253192,5.409479776,0.565934066
UA_DA,12.69869261,0.11448041,-0.100005769,1.755982188,1.602549169,968.3065267,5.320365531,0.565934066
UA_DA,12.76970653,0.045425199,-0.018479969,1.787232641,1.710686663,1061.977952,5.835043694,0.587912088
UA_DA,12.48536279,0.132737882,0.0906329,1.769247233,1.613174719,1011.02544,5.555084836,0.587912088
UA_DA,8.227201346,0.170102026,0.041295789,1.516026517,1.305244458,711.0082209,3.906638576,0.598901099
UA_DA,8.10993082,0.253282624,0.076164351,1.465525245,1.293923535,702.9850787,3.862555378,0.598901099
AA_DA,6.948765333,-0.150040344,0.050172718,1.192413851,1.316550515,600.5990061,3.299994539,0.565934066
AA_DA,7.615153501,0.037594709,-0.021808915,1.214927868,1.306437312,598.479312,3.288347868,0.554945055
AA_DA,12.36290089,0.642166407,0.230698624,1.975484494,1.330801128,979.339728,5.380987517,0.593406593
AA_DA,12.21690515,0.71742107,0.383729769,1.958934524,1.307345286,984.6611658,5.410226186,0.593406593
AA_DA,12.17487355,0.622292642,0.058580352,1.987933152,1.326130374,980.8338213,5.389196821,0.593406593
AA_DA,11.71745805,0.557981916,0.109635101,1.956769396,1.317184268,954.50351,5.24452478,0.593406593
AA_DA,12.30558476,0.60498211,0.273653991,1.928385002,1.391114699,1004.914,5.521505493,0.593406593
AA_DA,12.73946447,0.718275883,0.176668663,2.000194109,1.309076495,970.6806162,5.333409979,0.593406593
AA_DA,13.61411876,0.638880927,0.404843657,2.02581194,1.410130473,1099.984858,6.043872848,0.593406593
AA_DA,12.14901853,0.609480017,0.168821608,2.007812815,1.329966119,964.9422176,5.301880317,0.604395604
AA_DA,12.23145059,0.660550822,0.23435919,1.99693603,1.294378902,982.4246361,5.397937561,0.593406593
AA_DA,8.433812509,0.107912645,0.219099234,1.561502483,1.368395323,776.291303,4.26533683,0.576923077
AA_DA,8.271957142,0.094018391,0.259559193,1.564146664,1.350192247,768.4776144,4.222404475,0.576923077
AA_DA,8.290337891,0.105937743,0.211548088,1.551701667,1.358202455,765.3630927,4.205291718,0.576923077
AA_DA,8.464412493,0.068737307,0.187230524,1.554144838,1.371953506,780.0976537,4.286250844,0.576923077
AA_DA,8.226413904,0.232502024,0.148375856,1.532851652,1.375832964,790.1958392,4.34173538,0.576923077
AA_DA,9.825441939,0.110669208,0.142739351,1.576833042,1.418945984,808.562993,4.442653808,0.565934066
AA_DA,7.875632939,0.153881209,0.279534937,1.508499373,1.240910288,722.7005319,3.970882043,0.576923077
AA_DA,8.17286787,-0.02827886,0.179661843,1.503334303,1.374761683,760.9771513,4.181193139,0.587912088
AA_DA,10.39278011,0.111895824,0.147627295,1.580657695,1.419078029,792.1436757,4.352437779,0.576923077
AA_DA,7.215283979,0.059050497,-0.058128339,1.146850747,1.347436475,559.4299826,3.073791113,0.587912088
AA_DA,6.934482853,0.076301171,0.06134692,1.131716416,1.361581806,557.4078862,3.062680694,0.587912088
AA_DA,7.041994977,0.071796682,0.107615615,1.135003154,1.35464688,557.9992775,3.065930096,0.565934066
AA_DA,7.157799393,0.02180691,0.082029575,1.151153864,1.355940614,568.4583264,3.123397398,0.576923077
AA_DA,7.064645183,0.087927167,0.160460746,1.141067547,1.415478453,579.7918201,3.185669341,0.598901099
AA_DA,6.92110488,0.109824329,0.007182005,1.172650385,1.379631071,582.5882556,3.201034372,0.598901099
AA_DA,6.776129947,0.176754797,0.180439133,1.089817268,1.356754705,552.8843152,3.037825908,0.598901099
AA_DA,7.000662952,0.095213538,0.003285746,1.16413559,1.433194514,594.3152769,3.265468554,0.598901099
AA_DA,7.329699016,0.06892726,-0.158997921,1.141837931,1.362992473,562.3750412,3.089972754,0.576923077
AA_DA,10.18614678,0.197049302,0.133427507,1.449819427,1.823746196,983.7299074,5.405109382,0.587912088
AA_DA,10.17264845,0.076919658,-0.005363656,1.455660441,1.800026783,976.1256518,5.363327757,0.587912088
AA_DA,10.29101745,0.193643575,0.003858012,1.486510056,1.802136232,990.586012,5.442780286,0.587912088
AA_DA,10.6016525,0.201761554,-0.144593015,1.4936864,1.829257096,1005.06377,5.522328404,0.587912088
AA_DA,9.836341917,0.139927359,0.136326951,1.465789553,1.862046908,990.387408,5.441689055,0.576923077
AA_DA,10.21416864,0.132176864,0.100954546,1.463140082,1.807983053,972.7390703,5.344720166,0.587912088
AA_DA,10.08548574,-0.014723977,0.088064032,1.40972932,1.850935552,996.6879283,5.476307298,0.598901099
AA_DA,10.14594483,0.069957377,0.059596833,1.48429262,1.793428026,986.6714862,5.421271902,0.587912088
AA_DA,10.09310103,0.198459875,0.13001443,1.455899203,1.833124361,978.4928556,5.376334371,0.576923077
AA_DA,7.265908603,0.352996756,0.233108903,1.436275326,1.389702976,724.7872654,3.982347612,0.587912088
AA_DA,7.405790222,0.222376444,0.311468677,1.476846472,1.373812813,734.3086927,4.034663146,0.587912088
AA,6.606100357,0.191715643,0.255815158,1.323168591,1.394722015,705.1202699,3.874287198,0.576923077
AA,6.30472889,0.214114137,0.296162519,1.324857755,1.391077496,711.0644282,3.906947408,0.576923077
AA,6.797928459,0.463148678,0.102639154,1.582640115,1.307414212,730.5672675,4.014105865,0.604395604
AA,6.589313066,0.477813045,0.150257557,1.567897269,1.297682807,732.9638365,4.027273827,0.593406593
AA,6.438199551,0.375769416,0.152287875,1.59688839,1.296442214,753.473783,4.139965841,0.593406593
AA,7.294248639,0.451817161,0.293714613,1.546417068,1.322900198,749.5758667,4.118548718,0.615384615
AA,6.988183456,0.284339445,0.254105921,1.596565417,1.3007994,737.1846374,4.05046504,0.604395604
AA,6.455006893,0.220897981,0.194058443,1.592416725,1.284195509,735.2858505,4.040032145,0.604395604
AA,7.221719581,0.264831098,0.059980213,1.543667472,1.356234822,749.3428581,4.117268451,0.604395604
AA,7.47366307,0.464970992,-0.002470528,1.587263234,1.331437257,801.2798872,4.402636743,0.593406593
AA,7.001024778,0.465079286,0.117387078,1.574926232,1.302099253,734.0716472,4.033360699,0.593406593
AA,5.810500216,-0.034580107,0.337462788,1.374824722,1.277029441,668.4625032,3.672870897,0.593406593
AA,5.737679244,-0.041248068,0.333161673,1.339966635,1.291334508,674.2528773,3.704686139,0.587912088
AA,5.746905213,-0.084618928,0.376295379,1.367610535,1.267559194,669.0039015,3.675845612,0.593406593
AA,5.952687945,-0.034196328,0.346457588,1.417361402,1.349316361,710.6798466,3.904834322,0.587912088
AA,7.031770783,-0.176488189,-0.029965342,1.274705765,1.269275315,625.4762487,3.436682685,0.593406593
AA,8.091771717,0.010078128,0.024168847,1.438463279,1.350875302,707.1300242,3.885329804,0.582417582
AA,7.463438145,-0.020056059,0.037932588,1.302162646,1.317207041,623.2135657,3.424250361,0.587912088
AA,7.057203515,-0.130682668,0.043330262,1.300352838,1.29929477,643.1005474,3.533519491,0.593406593
