Type,peak_to_peak_amplitude,mean_amplitude_peaks,mean_amplitude_valleys,std_deviation_peak_amplitudes,std_deviation_valley_amplitudes,signal_energy,signal_power,zero_crossing_rate
DA,6.802445994,-0.059664416,-0.074227851,1.529947922,1.694360847,939.5324163,5.162266023,0.576923077
DA,6.643402685,-0.115587277,-0.086202525,1.478897149,1.684383942,905.0566794,4.972838898,0.576923077
DA,7.739290398,-0.149817079,-0.264697549,1.492964507,1.620741763,928.0965011,5.099431325,0.565934066
DA,7.381316091,-0.013955964,-0.029019199,1.52842711,1.721560547,969.9263501,5.32926566,0.576923077
DA,7.557597465,0.003298448,-0.065881157,1.489191379,1.769428548,985.8393318,5.416699625,0.587912088
DA,7.767172524,-0.040382255,-0.210435576,1.523449642,1.648315943,938.9415535,5.159019525,0.576923077
DA,7.081524,-0.3041293,-0.424398479,1.507626225,1.715092274,1001.164618,5.500904495,0.576923077
DA,6.941807167,-0.174481329,-0.003599493,1.508839786,1.732615185,951.7596698,5.229448735,0.587912088
DA,7.241484059,-0.575625491,-0.03505452,1.589386464,1.468794162,804.8025381,4.421991967,0.615384615
DA,7.199766576,-0.470909018,-0.00651888,1.609003194,1.473338532,811.4925375,4.458750206,0.604395604
DA,7.422324715,-0.545882952,-0.109857093,1.5772039,1.47070913,800.8420104,4.400230826,0.604395604
DA,7.259536895,-0.448585898,0.030561734,1.610546859,1.460560142,809.9264465,4.45014531,0.615384615
DA,7.276882737,-0.332812892,-0.058897591,1.621538824,1.471222531,786.5115626,4.321492102,0.604395604
DA,7.304665275,-0.348354507,0.077434638,1.579017107,1.52789833,828.8789686,4.554280047,0.593406593
DA,7.551597116,-0.515297911,-0.108882418,1.605260585,1.525360573,847.8416751,4.658470742,0.604395604
DA,7.004262049,-0.335506911,-0.052335178,1.59472755,1.439379977,809.0962535,4.44558381,0.604395604
DA,7.209397144,-0.354645638,-0.041317397,1.570581187,1.449014928,800.5497095,4.398624777,0.604395604
DA,5.265246554,0.05637548,-0.048026927,1.032438185,0.877430586,307.2416587,1.688140982,0.593406593
DA,5.241524589,0.033383184,-0.07199949,1.025820937,0.869662113,307.158318,1.687683066,0.593406593
DA,5.254663139,0.175952816,0.047895958,1.011066082,0.84786059,294.9508184,1.620608892,0.593406593
DA,4.83770343,0.120799871,-0.044341227,1.008892376,0.874016089,296.6060855,1.629703767,0.593406593
DA,5.215886136,0.074090451,-0.0572454,1.073753262,0.879990288,320.1068434,1.75882881,0.593406593
DA,5.450624818,0.200385436,0.061536474,1.123394193,0.875947477,339.9316339,1.86775623,0.593406593
AA_DA,8.45443525,0.2269261,0.217208305,1.41670185,1.025596554,555.4971773,3.052182293,0.598901099
AA_DA,9.345778604,0.323019619,0.216143728,1.41331654,1.087689636,590.5733316,3.244908415,0.598901099
AA_DA,11.58495817,0.293965455,0.093538708,1.482300103,1.126183993,621.1067285,3.412674332,0.60989011
AA_DA,8.731805293,0.256137628,0.171477294,1.398177368,1.093270423,595.104182,3.269803198,0.587912088
AA_DA,8.584311386,0.198848819,0.201952363,1.490105602,1.062501442,598.2130557,3.286884921,0.598901099
AA_DA,8.714571173,0.284577285,0.193879756,1.458120035,1.0489571,591.0304118,3.247419845,0.598901099
AA_DA,10.83722768,0.181470593,0.063840598,1.441256189,1.259977637,642.6495206,3.531041322,0.565934066
AA_DA,10.95117356,0.220672964,0.050388662,1.433979563,1.265195974,651.1292825,3.57763342,0.565934066
AA_DA,10.80052152,0.296693227,0.016321307,1.388005552,1.309300574,662.5107885,3.640169167,0.565934066
AA_DA,10.88658124,0.277851695,0.119508176,1.417652378,1.253077401,651.4474344,3.579381508,0.576923077
AA_DA,11.27550495,0.266815719,-0.033662759,1.450834285,1.297622894,684.5441579,3.761231637,0.565934066
AA_DA,10.86440272,0.202554389,0.1499167,1.45379131,1.246219941,653.8183905,3.592408739,0.565934066
AA_DA,11.04100693,0.163791012,0.172560309,1.500479073,1.271845951,695.2784071,3.820211028,0.576923077
AA_DA,10.7887928,0.099750306,0.064113398,1.406215613,1.269931424,633.9756636,3.483382767,0.565934066
AA_DA,10.72887838,0.124011286,0.092776607,1.462364705,1.255229457,644.2048569,3.539587126,0.565934066
AA_DA,11.4964575,0.219794478,0.129987107,1.732295876,1.226665329,801.929822,4.406207813,0.598901099
AA_DA,11.637482,0.144536773,0.107506112,1.754764792,1.251324544,815.530466,4.480936626,0.598901099
AA_DA,11.33573278,0.220666468,0.084004448,1.738097829,1.185427842,807.4934926,4.436777432,0.598901099
AA_DA,11.38690499,0.159206298,0.136345869,1.712768001,1.257645206,797.8671992,4.38388571,0.60989011
AA_DA,11.45579207,0.273652894,0.060824337,1.723181015,1.232961084,805.1935041,4.424140132,0.598901099
AA_DA,11.12768058,0.30614972,0.125001046,1.633637811,1.214870116,751.6761609,4.130088796,0.587912088
AA_DA,11.43699767,-0.012378059,0.09298501,1.758634864,1.308550752,831.0605383,4.566266694,0.604395604
AA_DA,11.76162716,0.335117936,0.126950526,1.765037351,1.272512213,857.5029552,4.711554699,0.598901099
AA_DA,11.63527643,0.179676075,0.1803534,1.744358353,1.244614706,819.9089922,4.504994463,0.598901099
AA_DA,10.0255942,0.177058423,0.245749944,1.749039446,1.279999082,837.7150847,4.602830136,0.565934066
AA_DA,10.02705744,0.196599523,0.18892443,1.744306257,1.302361646,838.068588,4.604772462,0.576923077
AA_DA,10.06054712,0.161988516,0.250233645,1.794297923,1.327421938,860.1647018,4.72617968,0.576923077
AA_DA,10.02510113,0.241287575,0.19981163,1.745055778,1.283852492,856.0473372,4.703556798,0.576923077
AA_DA,10.06407721,0.131857065,0.211385221,1.747274119,1.306978796,846.8925324,4.653255672,0.554945055
AA_DA,9.880964477,0.333244082,0.295269287,1.699696389,1.29773924,853.793352,4.691172264,0.576923077
AA,7.311147437,0.177472982,0.139617181,1.235713731,1.126603311,486.1719939,2.671274692,0.582417582
AA,6.606233433,0.265650186,0.164095461,1.142803705,1.065128202,442.5948823,2.431840013,0.582417582
AA,6.395792394,0.214434702,0.113564536,1.148342524,1.097159708,458.1493591,2.517304171,0.582417582
AA,7.392203629,0.187101869,0.142463114,1.248506998,1.03595627,470.0261697,2.582561372,0.582417582
AA,6.724685659,0.110403552,0.150473176,1.248865807,1.054132434,491.7040554,2.701670634,0.582417582
AA,7.008331871,0.158625726,0.10910277,1.227254554,1.101079557,472.6827247,2.597157828,0.571428571
AA,6.243425322,0.03277053,-0.07531691,1.249310857,1.043141187,474.1058283,2.604977079,0.582417582
AA,6.204277593,0.031800684,-0.079063568,1.244681265,1.052000329,476.5821521,2.618583253,0.582417582
AA,5.411870558,-0.217897071,0.095550214,1.282028962,1.04656189,484.078067,2.659769599,0.582417582
AA,6.403933355,0.057805123,-0.015675342,1.269811096,1.035509883,487.2225605,2.677047036,0.582417582
AA,5.925561792,0.10095108,-0.024016198,1.213715652,1.049042263,463.381791,2.546053797,0.593406593
AA,5.549900789,-0.009406038,-0.082986399,1.221144351,1.049297829,486.5758731,2.673493808,0.593406593
AA,6.41519634,-0.066559695,0.096518887,1.320384201,1.131791343,542.7454517,2.982117866,0.582417582
AA,5.695960073,-0.002508177,0.168849494,1.284706141,1.048012466,489.0629585,2.687159112,0.571428571
AA,6.222502431,0.031281434,0.023740275,1.272183251,1.029959797,474.3945604,2.606563519,0.582417582
AA,6.776757715,0.211831005,0.183218978,1.392174064,1.223898262,615.9599947,3.384395575,0.576923077
AA,6.760346836,0.165727431,0.136494626,1.403709222,1.202970112,599.9205652,3.296266842,0.576923077
AA,7.137044567,0.296566023,0.103691137,1.402980782,1.231854656,636.4894586,3.497194828,0.576923077
AA,7.024346602,0.217708968,0.134234778,1.375844841,1.273879504,621.2997435,3.413734855,0.576923077
AA,7.308444,0.332132997,0.114638634,1.400651306,1.278459902,653.3935992,3.590074721,0.576923077
AA,6.866383646,0.229966839,0.047667775,1.384247339,1.262428278,647.5681438,3.558066724,0.576923077
AA,7.499978799,0.306697365,0.061886331,1.481042901,1.306150137,691.9722331,3.802045237,0.576923077
AA,7.131925929,0.129372788,0.168298412,1.448110657,1.287660763,668.6449884,3.673873563,0.576923077
AA,6.740041649,0.289309571,0.205958512,1.374365512,1.194469531,607.4130797,3.337434504,0.576923077
AA,8.231887158,0.106996242,0.323644923,1.466255066,1.659578624,928.7205545,5.102860189,0.604395604
AA,8.286551385,0.158517329,0.301952742,1.489158635,1.669722496,952.0404945,5.230991728,0.604395604
AA,8.129501305,0.110698773,0.340562041,1.4569791,1.679495283,935.5984174,5.140650645,0.593406593
AA,7.91867441,0.143143022,0.345947788,1.437512064,1.657094275,898.8247659,4.938597615,0.593406593
AA,8.248440771,0.163126436,0.374501528,1.46772649,1.71688319,983.0110393,5.401159557,0.593406593
AA,9.02037049,-0.01082015,0.192316265,1.548091125,1.707848292,976.5905615,5.365882206,0.582417582
UA,5.954692876,-0.053904364,-0.014535788,1.093362757,0.875795704,343.4507323,1.887091936,0.620879121
UA,3.653012764,-0.14706189,0.00476282,1.082770987,0.968366171,361.1583701,1.984386649,0.60989011
UA,3.687169052,0.030586251,0.046194197,1.121203615,1.018253692,390.4494194,2.14532648,0.598901099
UA,3.774498128,-0.08884129,0.182760092,1.18802632,1.013167617,427.0757604,2.346570112,0.576923077
UA,4.045286385,0.049314054,0.043163787,1.101206196,0.966953594,367.3180057,2.0182308,0.587912088
UA,3.735126319,0.061617829,0.133516267,1.069630997,0.91044203,350.324015,1.924857225,0.60989011
UA,6.816697183,-0.217380321,-0.166619161,1.505807697,1.703733235,934.596891,5.135147753,0.576923077
UA,6.802445994,-0.059664416,-0.074227851,1.529947922,1.694360847,939.5324163,5.162266023,0.576923077
UA,6.643402685,-0.115587277,-0.086202525,1.478897149,1.684383942,905.0566794,4.972838898,0.576923077
UA,7.739290398,-0.149817079,-0.264697549,1.492964507,1.620741763,928.0965011,5.099431325,0.565934066
UA,7.381316091,-0.013955964,-0.029019199,1.52842711,1.721560547,969.9263501,5.32926566,0.576923077
UA,7.557597465,0.003298448,-0.065881157,1.489191379,1.769428548,985.8393318,5.416699625,0.587912088
UA,7.767172524,-0.040382255,-0.210435576,1.523449642,1.648315943,938.9415535,5.159019525,0.576923077
UA,7.081524,-0.3041293,-0.424398479,1.507626225,1.715092274,1001.164618,5.500904495,0.576923077
UA,6.941807167,-0.174481329,-0.003599493,1.508839786,1.732615185,951.7596698,5.229448735,0.587912088
UA,7.241484059,-0.575625491,-0.03505452,1.589386464,1.468794162,804.8025381,4.421991967,0.615384615
UA,7.199766576,-0.470909018,-0.00651888,1.609003194,1.473338532,811.4925375,4.458750206,0.604395604
UA,7.422324715,-0.545882952,-0.109857093,1.5772039,1.47070913,800.8420104,4.400230826,0.604395604
UA,7.259536895,-0.448585898,0.030561734,1.610546859,1.460560142,809.9264465,4.45014531,0.615384615
UA,7.276882737,-0.332812892,-0.058897591,1.621538824,1.471222531,786.5115626,4.321492102,0.604395604
UA,7.304665275,-0.348354507,0.077434638,1.579017107,1.52789833,828.8789686,4.554280047,0.593406593
UA,7.551597116,-0.515297911,-0.108882418,1.605260585,1.525360573,847.8416751,4.658470742,0.604395604
UA,7.004262049,-0.335506911,-0.052335178,1.59472755,1.439379977,809.0962535,4.44558381,0.604395604
UA,7.209397144,-0.354645638,-0.041317397,1.570581187,1.449014928,800.5497095,4.398624777,0.604395604
UA,5.265246554,0.05637548,-0.048026927,1.032438185,0.877430586,307.2416587,1.688140982,0.593406593
UA,5.241524589,0.033383184,-0.07199949,1.025820937,0.869662113,307.158318,1.687683066,0.593406593
UA,5.254663139,0.175952816,0.047895958,1.011066082,0.84786059,294.9508184,1.620608892,0.593406593
UA,4.83770343,0.120799871,-0.044341227,1.008892376,0.874016089,296.6060855,1.629703767,0.593406593
UA,5.215886136,0.074090451,-0.0572454,1.073753262,0.879990288,320.1068434,1.75882881,0.593406593
UA,5.450624818,0.200385436,0.061536474,1.123394193,0.875947477,339.9316339,1.86775623,0.593406593
AA,6.41161307,0.136728128,0.134056026,1.246352359,1.482016501,669.4664295,3.678386975,0.571428571
AA,5.273143936,0.115074922,0.326985234,1.252049772,1.379906515,637.6749477,3.503708504,0.571428571
AA,6.793395671,0.226101409,0.196798083,1.246174713,1.548587804,696.2072316,3.825314459,0.571428571
AA,6.472929818,0.257813084,0.426901883,1.325450142,1.396433855,717.572941,3.942708467,0.576923077
AA,6.226463813,0.243774373,0.532464559,1.299883046,1.367946288,713.0017538,3.917592054,0.576923077
AA,5.823108417,0.116868753,0.408684211,1.364668114,1.405599864,734.7510342,4.037093595,0.576923077
AA,6.573770954,0.208920201,0.254968591,1.357496711,1.491729336,758.7209584,4.168796475,0.576923077
AA,6.977088278,0.321478957,0.400299962,1.372356223,1.419614788,757.3488094,4.161257195,0.565934066
AA,5.926669823,0.197251473,0.412821117,1.344582908,1.459098556,741.3966258,4.073607834,0.576923077
AA,6.27519765,0.265301415,0.469661704,1.364348252,1.365112866,736.0488572,4.04422449,0.576923077
UA,4.656843833,0.026257263,0.015103348,1.057934243,0.89253333,317.3954835,1.743931228,0.615384615
UA,5.21393252,0.093924855,0.057260556,1.033279502,0.902429661,299.6919216,1.64665891,0.593406593
UA,5.327645273,0.2142734,-0.018830307,1.024162387,0.868282011,307.1800956,1.687802723,0.593406593
UA,7.455423891,0.189060401,-0.098402111,1.447946442,1.4275055,716.2444264,3.935408936,0.598901099
UA,7.420041302,0.151248214,-0.104480622,1.458765751,1.42912952,719.5953555,3.953820635,0.598901099
UA,6.909565611,0.162842835,0.044000655,1.444094817,1.451967964,717.0651023,3.939918145,0.587912088
UA,7.455979168,0.117280056,-0.020423877,1.460192596,1.46695109,726.6325339,3.99248645,0.598901099
UA,7.339611055,-0.003132482,-0.056312812,1.469002316,1.383166962,701.399676,3.853844373,0.598901099
UA,7.32972109,0.089213374,-0.081303042,1.491823694,1.463106944,736.8101163,4.048407232,0.587912088
UA,6.985913151,0.097652389,-0.048578734,1.415066456,1.354264041,681.1445034,3.742552217,0.587912088
DA,10.5924375,0.337782592,0.109030369,1.857082818,1.264492272,866.6139589,4.761615159,0.554945055
DA,10.65740032,0.198629063,0.15536629,1.765068837,1.377062878,890.5620341,4.89319799,0.576923077
DA,9.956234454,0.33805551,0.179208159,1.709642129,1.287889414,811.928431,4.461145225,0.565934066
DA,8.772034898,0.23489584,0.268199626,1.289476045,1.073087703,528.7724142,2.905342935,0.598901099
DA,8.666859835,0.235290356,0.270207561,1.279219033,1.078342822,525.6686672,2.88828938,0.598901099
DA,8.90904702,0.25924733,0.192461618,1.261350317,1.077530593,525.2560333,2.886022161,0.598901099
DA,8.780377565,0.188382305,0.240156482,1.319848869,1.069053797,532.4560495,2.92558269,0.598901099
DA,8.995186052,0.181290384,0.16312709,1.294388861,1.035264152,516.6772012,2.838885721,0.60989011
DA,8.501142318,0.328302191,0.243417001,1.267844851,1.06073054,532.4823256,2.925727064,0.598901099
DA,8.375823324,0.234107653,0.273492459,1.256350483,1.070372851,511.6298922,2.811153254,0.598901099
AA_DA,7.81621018,-0.110785794,0.134570062,1.473913072,1.593114087,879.1273613,4.830370117,0.593406593
AA_DA,8.290756322,0.144667136,0.169146291,1.432652578,1.732874642,923.4424677,5.073859713,0.593406593
AA_DA,8.104944258,0.195491068,0.283158898,1.481380905,1.596092356,918.7581024,5.048121442,0.615384615
AA_DA,7.363360867,-0.053458602,-0.088462119,1.218967188,1.316398225,605.3776845,3.326251014,0.554945055
AA_DA,7.152621964,-0.04942246,-0.061482317,1.219352292,1.320765842,604.623932,3.322109517,0.554945055
AA_DA,7.672766486,-0.097396608,0.019555662,1.230764202,1.343969579,619.0008781,3.401103726,0.543956044
AA_DA,7.359777076,-0.080681117,0.041811296,1.250707797,1.372911704,627.3919877,3.447208724,0.554945055
AA_DA,7.148214363,-0.079536693,-0.237796761,1.234549469,1.301244115,602.1847761,3.308707561,0.554945055
AA_DA,7.84036851,0.024094803,-0.126249568,1.270397227,1.339987313,641.7330232,3.526005622,0.554945055
AA_DA,6.40228898,-0.262147503,0.153731728,1.162752805,1.312934443,587.4739652,3.227878929,0.543956044
UA_DA,8.987072713,-0.01923766,0.005840912,1.470318525,1.60528021,830.5871804,4.563665826,0.587912088
UA_DA,9.25687799,0.023243244,0.164230942,1.473347108,1.61547403,845.580289,4.646045544,0.587912088
UA_DA,8.943181971,-0.047672036,0.162268765,1.455670769,1.576156522,815.3489963,4.47993954,0.587912088
UA_DA,8.988044235,-0.084446758,0.026906581,1.467910884,1.584951496,817.617731,4.492405115,0.576923077
UA_DA,8.951675588,-0.04240282,0.01557669,1.463532183,1.599364572,823.1129318,4.522598527,0.598901099
UA_DA,8.951675588,-0.04240282,0.01557669,1.463532183,1.599364572,823.1129318,4.522598527,0.598901099
UA_DA,8.790872105,0.036071642,0.222764433,1.424787566,1.570553188,804.3511242,4.419511671,0.576923077
UA_DA,8.788484462,-0.001148875,0.136604957,1.407474054,1.613456052,813.9683632,4.472353644,0.576923077
UA_DA,9.081232686,-0.081512445,0.059057335,1.481092711,1.602273373,844.9145693,4.642387744,0.587912088
UA_DA,9.877664532,0.177485764,0.234236078,1.344089937,1.467695028,689.8746229,3.790519906,0.576923077
UA_DA,9.92434407,0.182453673,0.268779555,1.344180727,1.457534036,687.5597816,3.777800998,0.576923077
